Unnamed: 0,name,hp,hp formula,hp special,ac,ac special,cr,str,dex,con,int,wis,cha,str save,dex save,con save,int save,wis save,cha save,walk,fly,swim,burrow,climb,hover,size,alignment,type,source
2500,Yuan-ti Priest,66,12d8 + 12,-,12,-,3,16,14,13,14,12,16,-,-,-,-,-,-,30,-,-,-,-,-,M,NE,monstrosity,ToA
2032,Marlos Urnrayle,136,16d8 + 64,-,15,-,8,17,11,18,12,13,17,-,-,-,-,-,-,30,-,-,-,-,-,M,NE,monstrosity,PotA
1850,Skriss,13,2d8 + 4,-,11,-,1/4,14,10,14,6,10,6,-,-,-,-,-,-,30,-,-,-,-,-,M,CE,humanoid,OotA
2512,Archer,75,10d8 + 30,-,16,-,3,11,18,16,11,13,10,-,-,-,-,-,-,30,-,-,-,-,-,M,A,humanoid,VGM
2786,Istrid Horn,117,18d8 + 36,-,18,-,8,12,10,14,11,17,13,-,-,+5,-,+6,-,25,-,-,-,-,-,M,LE,humanoid,WDH
2025,Hellenrae,78,12d8 + 24,-,16,-,5,13,18,14,10,15,13,-,-,-,-,-,-,50,-,-,-,-,-,M,LE,humanoid,PotA
745,Thessalheart Construct,7,2d4 + 2,-,15,-,0,4,15,12,10,10,7,-,-,-,-,-,-,40,-,-,-,40,-,T,N,construct,IMR
2597,Neothelid,325,21d20 + 105,-,16,-,13,27,7,21,3,16,12,-,-,-,+1,+8,+6,30,-,-,-,-,-,G,CE,aberration,VGM
555,Winged Thrull,31,7d6 + 7,-,12,-,1/2,9,15,12,8,9,8,-,+4,-,-,-,-,30,30,-,-,-,-,S,U,construct,GGR
715,Tribal Warrior Spore Servants,11,2d8 + 2,-,12,-,1/8,13,11,12,2,6,1,-,-,-,-,-,-,20,-,-,-,-,-,M,U,plant,IDRotF
2126,Ruin Grinder,82,11d10 + 22,-,16,-,5,22,13,15,3,10,1,-,-,-,-,-,-,30,-,-,30,-,-,L,U,construct,SCC
544,Simic Merfolk,11,2d8 + 2,-,11,-,1/8,10,13,12,11,11,12,-,-,-,-,-,-,30,-,40,-,-,-,M,N,humanoid,GGR
1388,Draegloth,123,13d10 + 52,-,15,-,7,20,15,18,13,11,11,-,-,-,-,-,-,30,-,-,-,-,-,L,CE,fiend,MPMM
454,Green Greatwyrm,533,26d20 + 260,-,22,-,27,30,14,30,21,20,26,-,+10,+18,-,+13,+16,60,120,60,60,-,-,G,CE,dragon,FTD
458,Liondrake,119,14d10 + 42,-,16,-,7,19,15,17,6,12,12,-,-,-,-,-,-,40,60,-,-,-,-,L,N,monstrosity,FTD
2290,Bugbear Gardener,27,5d8 + 5,-,16,-,1,15,14,13,8,11,9,-,-,-,-,-,-,30,-,-,-,-,-,M,CE,humanoid,TftYP
206,Vilnius,40,9d8,-,12,-,6,9,14,11,17,12,11,-,-,-,+6,+4,-,30,-,-,-,-,-,M,NE,humanoid,CoS
1971,Linvala,200,16d10 + 112,-,19,-,16,24,20,24,19,22,25,-,-,+12,-,+11,+12,40,120,-,-,-,-,L,LG,celestial,PSZ
2909,Nerozar the Defeated,93,11d10 + 33,-,15,-,5,10,8,16,3,8,5,-,-,-,-,+2,-,0,20,-,-,-,True,L,NE,undead,WDMM
2038,One-Eyed Shiver,49,9d8 + 9,-,12,-,3,10,14,12,13,13,17,-,-,-,-,-,-,30,-,-,-,-,-,M,CE,humanoid,PotA
1126,Lizardfolk,22,4d8 + 4,-,15,-,1/2,15,10,13,7,12,7,-,-,-,-,-,-,30,-,30,-,-,-,M,N,humanoid,MM
2232,The Weevil,65,10d8 + 20,-,15,-,2,15,16,14,14,11,14,+4,+5,-,-,+2,-,30,-,-,-,-,-,M,NE,humanoid,SKT
1250,Swarm of Quippers,28,8d8 - 8,-,13,-,1,13,16,9,1,7,2,-,-,-,-,-,-,0,-,40,-,-,-,M,U,beast,MM
2890,Haungharassk,52,7d12 + 7,-,6,-,0,20,3,13,3,10,3,-,-,-,-,-,-,10,-,-,-,10,-,H,U,beast,WDMM
1677,Dybbuk,37,5d8 + 15,-,14,-,4,6,19,16,16,15,14,-,-,-,-,-,-,0,40,-,-,-,True,M,CE,fiend,MTF
2842,Vincent Trench,110,13d8 + 52,-,16,-,13,14,17,18,13,16,20,-,-,-,-,-,-,40,-,-,-,-,-,M,LE,fiend,WDH
1945,"Elder Dinosaur (Zacama, Primal Calamity)",676,33d20 + 330,-,25,-,30,30,11,30,3,11,11,-,-,-,+5,+9,+9,40,-,-,-,-,-,G,U,monstrosity,PSX
385,Valenar Hound,19,3d8 + 6,-,14,-,1/2,17,15,14,10,15,11,-,-,-,-,-,-,40,-,-,-,-,-,M,N,fey,ERLW
814,Pelyious Avhoste,104,16d8 + 32,-,12,-,9,18,14,14,17,11,13,+8,+6,-,-,-,-,30,-,30,-,-,-,M,NE,humanoid,MaBJoV
329,Merrow Shallowpriest,75,10d10 + 20,-,15,-,4,18,14,15,11,16,9,-,-,-,-,-,-,10,-,40,-,-,-,L,CE,monstrosity,EGW
2309,Fire Giant Servant,105,10d12 + 40,-,13,-,5,21,8,19,5,9,6,-,-,-,-,-,-,40,-,-,-,-,-,H,CE,giant,TftYP
2005,Bronzefume,220,22d20 + 110,-,20,-,13,25,10,20,10,12,12,-,+6,+11,-,+7,-,20,-,40,-,-,-,G,N,dragon,PotA
759,Mary Greymalkin,45,7d8 + 14,-,12,-,2,10,12,10,14,14,15,-,-,-,-,+4,+4,30,-,-,-,-,-,M,N,humanoid,LLK
336,Parson Pellinost,27,5d8 + 5,-,13,-,2,10,10,12,13,16,13,-,-,-,-,-,-,30,-,-,-,-,-,M,A,humanoid,EGW
1280,Warhorse Skeleton,22,3d10 + 6,-,13,-,1/2,18,12,15,2,8,5,-,-,-,-,-,-,60,-,-,-,-,-,L,LE,undead,MM
1782,Mr. Greystone,112,15d8 + 45,-,15,-,5,18,15,16,10,12,15,+7,+5,+6,-,-,-,30,-,-,-,-,-,M,LE,humanoid,NRH-AT
1720,Ogre Battering Ram,59,7d10 + 21,-,14,-,4,19,8,16,5,7,7,-,-,-,-,-,-,40,-,-,-,-,-,L,CE,giant,MTF
2561,Frost Giant Everlasting One,189,14d12 + 98,-,15,-,12,25,9,24,9,10,12,+11,-,+11,-,+4,-,40,-,-,-,-,-,H,CE,giant,VGM
2420,Albino Dwarf Warrior,30,4d8 + 12,-,13,-,1/4,13,13,17,12,14,11,-,-,-,-,-,-,25,-,-,-,-,-,M,A,humanoid,ToA
2888,Halaster Horror,60,8d8 + 24,-,20,-,4,18,13,16,10,10,10,-,-,-,-,-,-,30,30,-,-,-,-,M,U,construct,WDMM
2173,Felbarren Dwarf,11,2d8 + 2,-,16,-,1/8,13,12,12,10,11,10,-,-,-,-,-,-,30,-,-,-,-,-,M,LG,humanoid,SKT
789,Dagryn,39,6d8 + 12,-,19,-,4,12,8,14,14,13,17,-,-,-,-,-,-,20,-,-,-,-,-,M,NE,humanoid,MaBJoV
585,Maw of Sekolah,114,12d12 + 36,-,12,-,7,21,12,17,2,14,7,+8,-,+6,-,-,-,0,-,50,-,-,-,H,NE,monstrosity,GoS
187,Rictavio,77,14d8 + 14,-,12,-,5,9,12,13,16,18,16,-,-,+4,-,+7,-,30,-,-,-,-,-,M,LG,humanoid,CoS
627,Dralmorrer Borngray,52,7d10 + 14,-,16,-,3,18,14,14,16,10,8,+6,-,+4,-,-,-,30,-,-,-,-,-,M,NE,humanoid,HotDQ
868,Yeti Tyke,9,2d6 + 2,-,11,-,1/8,10,11,12,6,8,5,-,-,-,-,-,-,20,-,-,-,20,-,S,chaotic silly,monstrosity,MGELFT
2784,Hlam,137,25d8 + 25,-,22,-,16,11,24,13,14,21,14,+5,+12,-,-,-,-,60,-,-,-,-,-,M,LG,humanoid,WDH
2785,Hrabbaz,112,15d8 + 45,-,12,-,5,20,15,17,10,14,12,+8,-,+6,-,-,-,30,-,-,-,-,-,M,LE,humanoid,WDH
1721,Ogre Bolt Launcher,59,7d10 + 21,-,13,-,2,19,12,16,5,7,7,-,-,-,-,-,-,40,-,-,-,-,-,L,CE,giant,MTF
2404,Thorn Slinger,32,5d10 + 5,-,11,-,1/2,13,12,12,1,10,1,-,-,-,-,-,-,10,-,-,-,-,-,L,U,plant,TftYP
590,Mr. Dory,170,20d8 + 80,-,18,-,10,13,20,19,14,14,16,-,-,+8,-,+6,-,30,-,-,-,-,-,M,CE,aberration,GoS
2649,Yuan-ti Pit Master,88,16d8 + 16,-,14,-,5,16,14,13,14,12,16,-,-,-,-,+4,+6,30,-,-,-,-,-,M,NE,monstrosity,VGM
1166,Orc,15,2d8 + 6,-,13,-,1/2,16,12,16,7,11,10,-,-,-,-,-,-,30,-,-,-,-,-,M,CE,humanoid,MM
1134,Marid,229,17d10 + 136,-,17,-,11,22,12,26,18,17,18,-,+5,-,-,+7,+8,30,60,90,-,-,-,L,CN,elemental,MM
601,Sahuagin Deep Diver,91,14d8 + 28,-,15,-,4,14,16,15,12,13,9,-,-,+4,-,+3,-,30,-,40,-,-,-,M,LE,humanoid,GoS
933,Bone Naga (Spirit),58,9d10 + 9,-,15,-,4,15,16,12,15,15,16,-,-,-,-,-,-,30,-,-,-,-,-,L,LE,undead,MM
1771,Mr. Honeycutt,33,6d8 + 6,-,12,-,2,10,15,12,11,10,8,-,-,-,-,-,-,30,-,-,-,-,-,M,LE,humanoid,NRH-TCMC
1893,Undead Cockatrice,27,6d6 + 6,-,11,-,1/2,6,12,12,2,13,5,-,-,-,-,-,-,20,40,-,-,-,-,S,U,undead,OoW
459,Metallic Peacekeeper,68,8d8 + 32,-,17,-,4,17,10,18,14,12,11,-,-,-,-,-,-,30,-,-,-,-,-,M,NG,construct,FTD
222,Agathe Silverspoon,15,2d8 + 6,-,13,-,1/2,16,12,16,7,11,10,-,-,-,-,-,-,30,-,-,-,-,-,M,CG,humanoid,CRCotN
70,Peacock,5,1d8 + 1,-,10,-,0,7,10,13,2,12,4,-,-,-,-,-,-,10,50,-,-,-,-,M,U,beast,BGDIA
758,Gloine Nathair-Nathair,127,17d8 + 51,-,15,-,6,10,15,16,12,13,15,-,-,-,-,-,-,30,-,-,-,-,-,M,LE,undead,LLK
1605,Medusa,127,17d8 + 51,-,15,-,6,10,15,16,12,13,15,-,-,-,-,-,-,30,-,-,-,-,-,M,LE,monstrosity,MOT
429,Draconic Shard,168,16d12 + 64,-,17,-,17,1,12,18,22,18,22,-,+7,-,+12,+10,+12,0,80,-,-,-,True,H,N,undead,FTD
505,Flying Horror,49,9d8 + 9,-,16,-,3,9,20,12,2,15,16,-,-,-,-,-,-,30,60,-,-,-,-,M,NE,aberration,GGR
331,Mossback Steward,227,13d20 + 91,-,17,-,7,28,3,25,12,17,5,+12,-,+10,-,-,-,20,-,-,-,-,-,G,U,monstrosity,EGW
1456,Kobold Inventor,13,3d6 + 3,-,12,-,1/4,7,15,12,14,10,8,-,-,-,-,-,-,30,-,-,-,-,-,S,A,humanoid,MPMM
948,Chasme,84,13d10 + 13,-,15,-,6,15,15,12,11,14,10,-,+5,-,-,+5,-,20,60,-,-,-,-,L,CE,fiend,MM
917,Bat,1,1d4 - 1,-,12,-,0,2,15,8,2,12,4,-,-,-,-,-,-,5,30,-,-,-,-,T,U,beast,MM
979,Draft Horse,19,3d10 + 3,-,10,-,1/4,18,10,12,2,11,7,-,-,-,-,-,-,40,-,-,-,-,-,L,U,beast,MM
1161,Ochre Jelly,45,6d10 + 12,-,8,-,2,15,6,14,2,6,1,-,-,-,-,-,-,10,-,-,-,10,-,L,U,ooze,MM
221,Aboleth Spawn,93,11d8 + 44,-,14,-,5,19,11,18,7,12,9,-,-,-,-,-,-,30,-,30,-,-,-,M,LE,aberration,CRCotN
2075,Half-Green Dragon Assassin,78,12d8 + 24,-,15,-,8,11,16,14,13,11,10,-,+6,-,+4,-,-,30,-,-,-,-,-,M,LNXCNYE,humanoid,RoT
950,Chuul,93,11d10 + 33,-,16,-,4,19,10,16,5,11,5,-,-,-,-,-,-,30,-,30,-,-,-,L,CE,aberration,MM
2580,Kobold Inventor,13,3d6 + 3,-,12,-,1/4,7,15,12,8,7,8,-,-,-,-,-,-,30,-,-,-,-,-,S,LE,humanoid,VGM
867,Spiderfrog,13,2d8 + 4,-,13,-,1/4,10,16,14,3,12,4,-,-,-,-,-,-,30,-,-,-,30,-,S,chaotic sticky,beast,MGELFT
2612,Shoosuva,110,13d10 + 39,-,14,-,8,18,13,17,7,14,9,-,+4,+6,-,+5,-,40,-,-,-,-,-,L,CE,fiend,VGM
2794,Lady Gondafrey,52,7d8 + 21,-,15,-,2,15,11,16,10,11,7,-,-,-,-,-,-,30,60,-,-,-,-,M,LG,elemental,WDH
2375,Reduced-Threat Hezrou,136,13d10 + 65,-,16,-,8,19,17,20,5,12,13,+7,-,+8,-,+4,-,30,-,-,-,-,-,L,CE,fiend,TftYP
445,Egg Hunter Hatchling,28,8d4 + 8,-,14,-,2,8,17,13,1,10,5,-,+5,-,-,+2,-,30,-,-,10,30,-,T,U,monstrosity,FTD
1753,The Lonely,112,15d8 + 45,-,16,-,9,16,12,17,6,11,6,-,-,-,-,-,-,30,-,-,-,-,-,M,LE,monstrosity,MTF
2592,Mouth of Grolantor,105,10d12 + 40,-,14,-,6,21,10,18,5,7,5,-,-,-,-,-,-,50,-,-,-,-,-,H,CE,giant,VGM
1838,Ougalop,18,4d8,-,13,-,1/4,13,10,11,11,10,8,-,-,-,-,-,-,30,-,30,-,-,-,M,NE,humanoid,OotA
631,Guard Drake,52,7d8 + 21,-,14,-,2,16,11,16,4,10,7,-,-,-,-,-,-,30,-,-,-,-,-,M,U,dragon,HotDQ
2134,Strixhaven Campus Guide,31,7d6 + 7,-,17,-,1,15,14,13,10,12,12,-,+4,-,-,-,-,30,-,-,-,-,-,S,LG,construct,SCC
1629,Winged Lion,114,12d10 + 48,-,13,-,4,20,16,18,6,14,5,-,-,-,-,-,-,60,60,-,-,-,-,L,U,celestial,MOT
143,Clovin Belview,26,4d8 + 8,-,11,-,1/4,12,9,15,9,10,6,-,-,-,-,-,-,20,-,-,-,-,-,M,NE,humanoid,CoS
1566,Xvart,7,2d6,-,13,-,1/8,8,14,10,8,7,7,-,-,-,-,-,-,30,-,-,-,-,-,S,CE,monstrosity,MPMM
2183,Ice Spider,26,4d10 + 4,-,14,-,1,14,16,12,2,11,4,-,-,-,-,-,-,30,-,-,-,30,-,L,U,beast,SKT
1019,Galeb Duhr,85,9d8 + 45,-,16,-,6,20,14,20,11,12,11,-,-,-,-,-,-,-,-,-,-,-,-,M,N,elemental,MM
2328,Hill Giant Servant,59,7d10 + 21,-,11,-,2,19,8,16,5,7,7,-,-,-,-,-,-,40,-,-,-,-,-,L,CE,giant,TftYP
1212,Sahuagin,22,4d8 + 4,-,12,-,1/2,13,11,12,12,13,9,-,-,-,-,-,-,30,-,40,-,-,-,M,LE,humanoid,MM
2109,Lorehold Professor of Chaos,110,17d8 + 34,-,12,-,7,11,14,14,19,15,13,-,-,+5,+7,+5,+4,30,-,-,-,-,-,"S, M",A,humanoid,SCC
151,Escher,82,11d8 + 33,-,15,-,5,16,16,16,11,10,12,-,+6,-,-,+3,-,30,-,-,-,-,-,M,NE,undead,CoS
2481,Su-monster,27,5d8 + 5,-,12,-,1,14,15,12,9,13,9,-,-,-,-,-,-,30,-,-,-,30,-,M,CE,monstrosity,ToA
2129,Silverquill Apprentice,44,8d8 + 8,-,12,-,2,10,14,13,12,11,15,-,+4,-,-,-,+4,30,-,-,-,-,-,"S, M",A,humanoid,SCC
820,Skeleton Warrior,90,12d8 + 36,-,18,-,5,16,14,16,16,12,12,-,-,-,-,-,-,30,-,-,-,-,-,M,LE,undead,MaBJoV
624,Captain Othelstan,93,11d10 + 33,-,19,-,5,19,10,16,13,14,12,+7,-,+6,-,-,-,30,-,-,-,-,-,M,LE,humanoid,HotDQ
2545,Deep Scion,67,9d8 + 27,-,11,-,3,18,13,16,10,12,14,-,-,-,-,+3,+4,-,-,-,-,-,-,M,NE,humanoid,VGM
0,Ancient Deep Crow,187,15d12 + 90,-,18,-,15,23,16,23,10,15,19,-,-,+11,-,+7,-,20,80,-,-,-,-,H,U,monstrosity,AI
1486,Neogi Master,71,11d8 + 22,-,15,-,4,6,16,14,16,12,18,-,-,-,-,+3,-,30,-,-,-,30,-,M,LE,aberration,MPMM
2488,Tri-flower Frond,11,2d8 + 2,-,10,-,1/2,14,15,12,9,13,9,-,-,-,-,-,-,5,-,-,-,-,-,M,U,plant,ToA
2496,Xandala,71,11d8 + 22,-,13,-,7,10,11,14,18,16,18,-,-,-,+7,+6,-,30,-,-,-,-,-,M,NE,humanoid,ToA
1107,Iron Golem,210,20d10 + 100,-,20,-,16,24,9,20,3,11,1,-,-,-,-,-,-,30,-,-,-,-,-,L,U,construct,MM
2737,Pollenella the Honeybee,1,1d4 - 1,-,13,-,0,1,16,8,1,10,1,-,-,-,-,-,-,5,30,-,-,-,-,T,U,beast,WBtW
1071,Gray Slaad,127,17d8 + 51,-,18,-,9,17,17,16,13,8,14,-,-,-,-,-,-,30,-,-,-,-,-,M,CN,aberration,MM
1353,Cadaver Collector,189,18d10 + 90,-,17,-,14,21,14,20,5,11,8,-,-,-,-,-,-,30,-,-,-,-,-,L,LE,construct,MPMM
1781,Maude,65,10d8 + 20,-,17,-,3,17,14,14,11,12,11,-,-,-,-,-,-,30,-,-,-,-,-,M,CE,humanoid,NRH-AT
2779,Flying Staff,17,5d6,-,17,-,1/4,12,15,11,1,5,1,-,+4,-,-,-,-,0,50,-,-,-,True,S,U,construct,WDH
1434,Gnoll Flesh Gnawer,22,4d8 + 4,-,14,-,1,12,14,12,8,10,8,-,+4,-,-,-,-,30,-,-,-,-,-,M,CE,monstrosity,MPMM
1598,Gold-Forged Sentinel,76,8d10 + 32,-,16,-,5,18,13,19,3,16,10,-,-,-,-,-,-,40,60,-,-,-,-,L,U,construct,MOT
2034,Molten Magma Roper,93,11d10 + 33,-,20,-,5,18,8,17,7,16,6,-,-,-,-,-,-,10,-,-,-,10,-,L,NE,monstrosity,PotA
1227,Silver Dragon Wyrmling,45,6d8 + 18,-,17,-,2,19,10,17,12,11,15,-,+2,+5,-,+2,+4,30,60,-,-,-,-,M,LG,dragon,MM
1637,Amnizu,202,27d8 + 81,-,21,-,18,11,13,16,20,12,18,-,+7,+9,-,+7,+10,30,40,-,-,-,-,M,LE,fiend,MTF
887,Ancient Blue Dragon,481,26d20 + 208,-,22,-,23,29,10,27,18,17,21,-,+7,+15,-,+10,+12,40,80,-,40,-,-,G,LE,dragon,MM
1418,Flind,127,15d8 + 60,-,16,-,9,20,14,19,11,13,12,-,-,+8,-,+5,-,30,-,-,-,-,-,M,CE,fiend,MPMM
1177,Phase Spider,32,5d10 + 5,-,13,-,3,15,15,12,6,10,6,-,-,-,-,-,-,30,-,-,-,30,-,L,U,monstrosity,MM
2107,Lorehold Apprentice,33,6d8 + 6,-,12,-,2,10,14,13,15,12,11,-,-,+3,+4,-,-,30,-,-,-,-,-,"S, M",A,humanoid,SCC
1593,Doomwake Giant,162,13d12 + 78,-,15,-,11,24,12,22,12,14,16,-,-,+10,-,+6,-,40,-,-,-,-,-,H,LE,giant,MOT
1511,Shadar-kai Shadow Dancer,71,13d8 + 13,-,15,-,7,12,16,13,11,12,12,-,+6,-,-,-,+4,30,-,-,-,-,-,M,A,humanoid,MPMM
1117,Kuo-toa Monitor,65,10d8 + 20,-,13,-,3,14,10,14,12,14,11,-,-,-,-,-,-,30,-,30,-,-,-,M,NE,humanoid,MM
823,Sword Spider,45,6d10 + 12,-,16,-,3,16,16,14,6,12,4,-,-,-,-,-,-,30,-,-,-,30,-,L,U,beast,MaBJoV
2684,Zombie Plague Spreader,78,12d8 + 24,-,10,-,4,16,10,15,3,5,5,-,-,-,-,-,-,30,-,-,-,-,-,M,-,undead,VRGR
1334,Aurochs,38,4d10 + 16,-,11,-,2,20,10,19,2,12,5,-,-,-,-,-,-,50,-,-,-,-,-,L,U,beast,MPMM
2898,Kol'daan,20,2d8 + 4,-,11,-,1/4,14,10,14,6,10,6,-,-,-,-,-,-,30,-,-,-,-,-,M,CE,humanoid,WDMM
644,Aruk Thundercaller Thuunlakalaga,67,9d8 + 27,-,12,-,3,18,11,16,10,15,10,-,-,-,-,-,-,30,-,-,-,-,-,M,A,humanoid,IDRotF
1187,Priest,27,5d8 + 5,-,13,-,2,10,10,12,13,16,13,-,-,-,-,-,-,30,-,-,-,-,-,M,A,humanoid,MM
2067,Animated Tile Chimera,114,12d10 + 48,-,14,-,6,19,11,19,3,14,10,-,-,-,-,-,-,30,60,-,-,-,-,L,CE,monstrosity,RoT
327,"Karkethzerethzerus, the Sable Despoiler",487,25d20 + 225,-,22,-,23,30,10,29,18,15,23,-,+7,+16,-,+9,+13,40,80,-,-,-,-,G,LG,dragon,EGW
1656,Deathlock Wight,37,5d8 + 15,-,12,-,3,11,14,16,12,14,16,-,-,-,-,+4,-,30,-,-,-,-,-,M,LE,undead,MTF
1999,Aerisi Kalinoth,66,12d8 + 12,-,13,-,7,8,16,12,17,10,16,-,-,-,-,-,-,30,-,-,-,-,-,M,NE,humanoid,PotA
2900,Lava Child,60,8d8 + 24,-,11,-,3,18,13,16,11,10,10,-,-,-,-,-,-,25,-,-,-,20,-,M,N,humanoid,WDMM
2040,Padraich,67,9d8 + 27,-,13,-,2,16,12,17,9,11,9,-,-,-,-,-,-,30,-,-,-,-,-,M,CGNYE,humanoid,PotA
639,Rath Modar,71,11d8 + 22,-,13,-,6,11,16,14,18,14,10,-,-,-,+7,+5,-,30,-,-,-,-,-,M,LE,humanoid,HotDQ
105,Lichen Lich,225,30d8 + 90,-,20,-,18,11,16,16,14,20,16,-,-,+9,+8,+11,+9,30,-,-,-,-,-,M,-,undead,CM
516,Hybrid Shocker,39,6d8 + 12,-,12,-,1,13,14,14,10,12,9,-,-,-,-,-,-,30,-,-,-,-,-,M,NG,humanoid,GGR
1892,Two Dry Cloaks,27,6d8,-,12,-,1,10,15,10,12,14,16,-,-,-,-,-,-,30,-,-,-,-,-,M,A,humanoid,OoW
1696,Green Abishai,187,25d8 + 75,-,18,-,15,12,17,16,17,12,19,-,-,-,+8,-,+9,30,40,-,-,-,-,M,LE,fiend,MTF
938,Bugbear Chief,65,10d8 + 20,-,17,-,3,17,14,14,11,12,11,-,-,-,-,-,-,30,-,-,-,-,-,M,CE,humanoid,MM
646,Auril (Second Form),136,13d10 + 65,-,16,-,10,16,16,21,24,26,28,-,-,+9,-,+12,-,30,-,-,-,-,-,L,NE,elemental,IDRotF
1989,Woodcrasher Baloth,95,10d12 + 30,-,13,-,5,22,9,17,2,11,5,-,-,-,-,-,-,30,-,-,-,50,-,H,U,beast,PSZ
1469,Maurezhi,88,16d8 + 16,-,15,-,7,14,17,12,11,12,15,-,-,-,-,-,-,30,-,-,-,-,-,M,CE,fiend,MPMM
189,Sangzor,33,3d10 + 3,-,11,-,1,17,11,12,6,12,6,-,-,-,-,-,-,40,-,-,-,-,-,L,CE,beast,CoS
1680,Elder Oblex,115,10d12 + 50,-,16,-,10,15,16,21,22,13,18,-,-,-,+10,-,+8,20,-,-,-,-,-,H,LE,ooze,MTF
2511,Archdruid,132,24d8 + 24,-,16,-,12,10,14,12,12,20,11,-,-,-,+5,+9,-,30,-,-,-,-,-,M,A,humanoid,VGM
1871,Yestabrod,75,10d10 + 20,-,15,-,4,12,10,14,13,15,10,-,-,-,-,-,-,30,-,-,-,-,-,L,CE,monstrosity,OotA
894,Ancient Silver Dragon,487,25d20 + 225,-,22,-,23,30,10,29,18,15,23,-,+7,+16,-,+9,+13,40,80,-,-,-,-,G,LG,dragon,MM
1674,Duergar Stone Guard,39,6d8 + 12,-,18,-,2,18,11,14,11,10,9,-,-,-,-,-,-,25,-,-,-,-,-,M,LE,humanoid,MTF
2319,Goblin Commoner,3,1d6,-,10,-,0,8,10,10,10,10,10,-,-,-,-,-,-,30,-,-,-,-,-,M,A,humanoid,TftYP
929,Blue Slaad,123,13d10 + 52,-,15,-,7,20,15,18,7,7,9,-,-,-,-,-,-,30,-,-,-,-,-,L,CN,aberration,MM
1310,Young Remorhaz,93,11d10 + 33,-,14,-,5,18,13,17,3,10,4,-,-,-,-,-,-,30,-,-,30,-,-,L,U,monstrosity,MM
2646,Yuan-ti Malison (Type 5),66,12d8 + 12,-,12,-,3,16,14,13,14,12,16,-,-,-,-,-,-,30,-,-,-,-,-,M,NE,monstrosity,VGM
273,Prolix Yusaf,22,4d8 + 4,-,11,-,1,10,12,12,16,12,10,-,-,-,+5,-,-,30,-,-,-,-,-,M,LN,humanoid,CRCotN
2630,Vegepygmy Chief,33,6d6 + 12,-,14,-,2,14,14,14,7,12,9,-,-,-,-,-,-,30,-,-,-,-,-,S,N,plant,VGM
247,Galsariad Ardyth (Tier 2),67,15d8,-,12,-,5,8,14,10,18,15,12,-,-,-,+7,+5,-,30,30,-,-,-,True,M,N,humanoid,CRCotN
85,Undead Tree,138,12d12 + 60,-,16,-,9,23,8,21,12,16,12,-,-,-,-,-,-,30,-,-,-,-,-,H,CG,undead,BGDIA
2920,Scaladar,94,7d12 + 49,-,19,-,8,19,10,25,1,12,1,-,-,-,-,-,-,30,-,-,-,20,-,H,U,construct,WDMM
2141,Y'demi,127,15d8 + 60,-,16,-,9,11,14,18,20,12,12,-,-,+8,+9,+5,+5,30,-,-,-,-,-,M,NE,humanoid,SCC
2674,Strigoi,52,7d8 + 21,-,16,-,4,17,14,16,11,17,10,+5,+4,-,-,+5,-,30,40,-,-,-,-,M,-,monstrosity,VRGR
921,Beholder Zombie,93,11d10 + 33,-,15,-,5,10,8,16,3,8,5,-,-,-,-,+2,-,0,20,-,-,-,True,L,NE,undead,MM
1083,Half-Ogre (Ogrillon),30,4d10 + 8,-,12,-,1,17,10,14,7,9,10,-,-,-,-,-,-,30,-,-,-,-,-,L,CGNYE,giant,MM
1400,Duergar Soulblade,27,6d8,-,14,-,1,16,16,10,11,10,12,-,-,-,-,-,-,25,-,-,-,-,-,M,A,humanoid,MPMM
2638,Wood Woad,75,10d8 + 30,-,18,-,5,18,12,16,10,13,8,-,-,-,-,-,-,30,-,-,-,30,-,M,LN,plant,VGM
2194,Klauth,546,28d20 + 252,-,22,-,25,30,10,29,18,15,23,-,+8,+17,-,+10,+14,40,80,-,-,40,-,G,CE,dragon,SKT
483,Battleforce Angel,66,12d8 + 12,-,18,-,5,16,12,13,11,17,18,-,-,-,-,+6,+7,30,90,-,-,-,-,M,LG,celestial,GGR
23,Malivar,40,9d8,-,12,-,6,9,14,11,17,12,17,-,-,-,+6,+4,-,30,-,-,-,-,-,M,CE,humanoid,AitFR-ISF
777,Whymsee,75,10d8 + 30,-,17,-,5,12,10,16,10,15,14,-,-,-,-,-,-,30,-,30,-,-,-,M,NE,humanoid,LR
925,Black Pudding,85,10d10 + 30,-,7,-,4,16,5,16,1,6,1,-,-,-,-,-,-,20,-,-,-,20,-,L,U,ooze,MM
2929,Stonecloak,178,17d10 + 85,-,17,-,10,22,9,20,9,11,9,-,-,-,-,-,-,30,-,-,-,-,-,L,U,construct,WDMM
1545,Tortle Druid,33,6d8 + 6,-,17,-,2,14,10,12,11,15,12,-,-,-,-,-,-,30,-,-,-,-,-,M,A,humanoid,MPMM
2415,Young Troglodyte,5,2d6 - 2,-,12,-,1/8,7,15,9,8,7,8,-,-,-,-,-,-,30,-,-,-,-,-,S,LE,humanoid,TftYP
679,Headless Iron Golem,150,10d10 + 50,-,20,-,10,24,9,20,3,11,1,-,-,-,-,-,-,30,-,-,-,-,-,L,U,construct,IDRotF
90,Canopic Golem,252,24d10 + 120,-,17,-,13,20,10,20,7,11,1,-,-,-,+3,+5,+0,30,-,-,-,-,-,L,-,construct,CM
